id_tarjeta,anio,id_seleccion,seleccion,id_jugador,jugador,amarillas,rojas
85,1974,60.0,Paises Bajos,6452.0,Johan Neeskens,2,0
86,1974,85.0,Yugoslavia,3677.0,Branko Oblak,2,0
87,1974,6.0,Argentina,5361.0,Roberto Perfumo,2,0
88,1974,60.0,Paises Bajos,6468.0,Johnny Rep,2,0
89,1974,2.0,Alemania Oriental,2521.0,Juergen Sparwasser,2,0
90,1974,60.0,Paises Bajos,6486.0,Wim Suurbier,2,0
91,1974,60.0,Paises Bajos,6509.0,Wim Van Hanegem,2,0
92,1974,87.0,Alemania Occidental,6307.0,Berti Vogts,2,0
93,1974,85.0,Yugoslavia,3535.0,Jovan Acimovic,1,0
94,1974,73.0,Suecia,3339.0,Bjorn Andersson,1,0
95,1974,85.0,Yugoslavia,3540.0,Dusan Bajevic,1,0
96,1974,6.0,Argentina,5177.0,Angel Bargas,1,0
97,1974,51.0,Italia,5543.0,Romeo Benetti,1,0
98,1974,51.0,Italia,5553.0,Roberto Boninsegna,1,0
99,1974,85.0,Yugoslavia,3553.0,Ivan Buljan,1,0
100,1974,11.0,Brasil,1573.0,Carpegiani,1,0
101,1974,2.0,Alemania Oriental,2506.0,Juergen Croy,1,0
102,1974,12.0,Bulgaria,2922.0,Georgi Denev,1,0
103,1974,11.0,Brasil,1598.0,Dirceu,1,0
104,1974,80.0,Uruguay,5865.0,Victor Esparrago,1,0
105,1974,80.0,Uruguay,5873.0,Pablo Forlan,1,0
106,1974,17.0,Chile,681.0,Rolando Garcia,1,0
107,1974,64.0,Polonia,3069.0,Jerzy Gorgon,1,0
108,1974,2.0,Alemania Oriental,2510.0,Erich Hamann,1,0
109,1974,31.0,Escocia,2342.0,Davie Hay,1,0
110,1974,6.0,Argentina,5280.0,Ramon Heredia,1,0
111,1974,31.0,Escocia,2346.0,James Holton,1,0
112,1974,6.0,Argentina,5283.0,Rene Houseman,1,0
113,1974,89.0,Zaire,6811.0,Muepu Ilunga,1,0
114,1974,60.0,Paises Bajos,6422.0,Wim Jansen,1,0
115,1974,80.0,Uruguay,5901.0,Baudilio Jauregui,1,0
116,1974,31.0,Escocia,2356.0,Joe Jordan,1,0
117,1974,85.0,Yugoslavia,3614.0,Stanislav Karasi,1,0
118,1974,2.0,Alemania Oriental,2514.0,Hans-Juergen Kreische,1,0
119,1974,40.0,Haití,2446.0,Fritz Leandre,1,0
120,1974,7.0,Australia,7336.0,Jimmy Mackay,1,0
121,1974,89.0,Zaire,6818.0,Kidumu Mantantu,1,0
122,1974,80.0,Uruguay,5915.0,Walter Mantegazza,1,0
123,1974,11.0,Brasil,1711.0,Marinho Chagas,1,0
124,1974,80.0,Uruguay,5919.0,Juan Masnik,1,0
125,1974,11.0,Brasil,1727.0,Mirandinha,1,0
126,1974,64.0,Polonia,3131.0,Adam Musial,1,0
127,1974,73.0,Suecia,3479.0,Bjorn Nordqvist,1,0
128,1974,87.0,Alemania Occidental,6239.0,Wolfgang Overath,1,0
129,1974,17.0,Chile,724.0,Guillermo Paez,1,0
130,1974,73.0,Suecia,3492.0,Orjan Persson,1,0
131,1974,17.0,Chile,739.0,Carlos Reinoso,1,0
132,1974,11.0,Brasil,1782.0,Rivelino,1,0
133,1974,2.0,Alemania Oriental,2522.0,Joachim Streich,1,0
134,1974,64.0,Polonia,3160.0,Andrzej Szarmach,1,0
135,1974,12.0,Bulgaria,3007.0,Tsonyo Vasilev,1,0
136,1974,17.0,Chile,784.0,Leonardo Veliz,1,0
137,1974,2.0,Alemania Oriental,2523.0,Eberhard Vogel,1,0
138,1974,2.0,Alemania Oriental,2524.0,Siegmar Waetzlich,1,0
139,1974,11.0,Brasil,1837.0,Ze Maria,1,0
140,1978,60.0,Paises Bajos,6451.0,Dick Nanninga,1,1
141,1978,42.0,Hungría,7579.0,Tibor Nyilasi,1,1
142,1978,42.0,Hungría,7619.0,Andras Torocsik,1,1
143,1978,63.0,Perú,2222.0,Jose Velasquez,3,0
144,1978,51.0,Italia,5543.0,Romeo Benetti,2,0
145,1978,48.0,Irán,4102.0,Andranik Eskandarian,2,0
146,1978,51.0,Italia,5772.0,Marco Tardelli,2,0
147,1978,87.0,Alemania Occidental,6035.0,Ruediger Abramczik,1,0
148,1978,6.0,Argentina,5163.0,Osvaldo Ardiles,1,0
149,1978,11.0,Brasil,1549.0,Batista,1,0
150,1978,87.0,Alemania Occidental,6063.0,Rainer Bonhof,1,0
151,1978,64.0,Polonia,3035.0,Zbigniew Boniek,1,0
152,1978,73.0,Suecia,3364.0,Hasse Borg,1,0
153,1978,51.0,Italia,5563.0,Antonio Cabrini,1,0
154,1978,11.0,Brasil,1581.0,Chicao,1,0
155,1978,78.0,Túnez,7186.0,Tarek Dhiab,1,0
156,1978,11.0,Brasil,1610.0,Edinho,1,0
157,1978,6.0,Argentina,5262.0,Americo Gallego,1,0
158,1978,31.0,Escocia,2328.0,Archie Gemmill,1,0
159,1978,51.0,Italia,5643.0,Claudio Gentile,1,0
160,1978,64.0,Polonia,3069.0,Jerzy Gorgon,1,0
161,1978,60.0,Paises Bajos,6410.0,Arie Haan,1,0
162,1978,11.0,Brasil,1669.0,Jorge Mendonca,1,0
163,1978,60.0,Paises Bajos,6434.0,Ruud Krol,1,0
164,1978,6.0,Argentina,5294.0,Omar Larrosa,1,0
165,1978,34.0,España,4967.0,Eugenio Leal,1,0
166,1978,64.0,Polonia,3117.0,Henryk Maculewicz,1,0
167,1978,87.0,Alemania Occidental,6208.0,Sepp Maier,1,0
168,1978,63.0,Perú,2183.0,Rodolfo Manzo,1,0
169,1978,42.0,Hungría,7566.0,Gyozo Martos,1,0
170,1978,36.0,Francia,3994.0,Henri Michel,1,0
171,1978,87.0,Alemania Occidental,6224.0,Hansi Mueller,1,0
172,1978,63.0,Perú,2187.0,Juan Munante,1,0
173,1978,48.0,Irán,4153.0,Hassan Nazari,1,0
174,1978,60.0,Paises Bajos,6452.0,Johan Neeskens,1,0
175,1978,11.0,Brasil,1733.0,Nelinho,1,0
176,1978,11.0,Brasil,1744.0,Oscar,1,0
177,1978,6.0,Argentina,5350.0,Daniel Passarella,1,0
178,1978,36.0,Francia,4012.0,Michel Platini,1,0
179,1978,8.0,Austria,4629.0,Herbert Prohaska,1,0
180,1978,63.0,Perú,2197.0,Alfredo Quesada,1,0
181,1978,63.0,Perú,2199.0,Ramon Quiroga,1,0
182,1978,60.0,Paises Bajos,6468.0,Johnny Rep,1,0
183,1978,11.0,Brasil,1785.0,Roberto Dinamite,1,0
184,1978,8.0,Austria,4637.0,Robert Sara,1,0
185,1978,36.0,Francia,4042.0,Didier Six,1,0
186,1978,60.0,Paises Bajos,6486.0,Wim Suurbier,1,0
187,1978,11.0,Brasil,1815.0,Toninho Cerezo,1,0
188,1978,60.0,Paises Bajos,6500.0,Willy Van De Kerkhof,1,0
189,1978,60.0,Paises Bajos,6499.0,Rene Van De Kerkhof,1,0
190,1978,56.0,México,7886.0,Arturo Vasquez,1,0
191,1978,6.0,Argentina,5437.0,Ricardo Villa,1,0
192,1978,11.0,Brasil,1843.0,Zico,1,0
193,1978,42.0,Hungría,7633.0,Sandor Zombori,1,0
194,1982,6.0,Argentina,5262.0,Americo Gallego,1,1
195,1982,6.0,Argentina,5307.0,Diego Maradona,1,1
196,1982,47.0,Irlanda del Norte,2240.0,Mal Donaghy,0,1
197,1982,86.0,Checoslovaquia,593.0,Ladislav Vizek,0,1
198,1982,41.0,Honduras,244.0,Gilberto Yearwood,0,1
199,1982,36.0,Francia,3822.0,Manuel Amoros,2,0
200,1982,64.0,Polonia,3035.0,Zbigniew Boniek,2,0
201,1982,64.0,Polonia,3041.0,Andrzej Buncol,2,0
202,1982,51.0,Italia,5643.0,Claudio Gentile,2,0
203,1982,47.0,Irlanda del Norte,2247.0,Billy Hamilton,2,0
204,1982,51.0,Italia,5712.0,Gabriele Oriali,2,0
205,1982,29.0,El Salvador,843.0,Francisco Osorto,2,0
206,1982,64.0,Polonia,3156.0,Wlodimierz Smolarek,2,0
207,1982,87.0,Alemania Occidental,6287.0,Uli Stielike,2,0
208,1982,54.0,Kuwait,7900.0,Abdulaziz Al Anbari,1,0
209,1982,34.0,España,4853.0,Jose Alexanko,1,0
210,1982,51.0,Italia,5527.0,Giancarlo Antognoni,1,0
211,1982,14.0,Camerún,866.0,Ibrahim Aoudou,1,0
212,1982,6.0,Argentina,5163.0,Osvaldo Ardiles,1,0
213,1982,88.0,URSS,254.0,Sergei Baltacha,1,0
214,1982,6.0,Argentina,5186.0,Daniel Bertoni,1,0
215,1982,88.0,URSS,261.0,Vladimir Bessonov,1,0
216,1982,88.0,URSS,265.0,Sergei Borovski,1,0
217,1982,87.0,Alemania Occidental,6068.0,Hans-Peter Briegel,1,0
218,1982,44.0,Inglaterra,1228.0,Terry Butcher,1,0
219,1982,34.0,España,4882.0,Jose Antonio Camacho,1,0
220,1982,86.0,Checoslovaquia,454.0,Pavel Chaloupka,1,0
221,1982,88.0,URSS,276.0,Aleksandr Chivadze,1,0
222,1982,51.0,Italia,5592.0,Fulvio Collovati,1,0
223,1982,51.0,Italia,5595.0,Bruno Conti,1,0
224,1982,8.0,Austria,4558.0,Josef Degeorgi,1,0
225,1982,87.0,Alemania Occidental,6083.0,Wolfgang Dremmler,1,0
226,1982,63.0,Perú,2155.0,Jaime Duarte,1,0
227,1982,17.0,Chile,661.0,Rodolfo Dubo,1,0
228,1982,29.0,El Salvador,825.0,Ramon Fagoaga,1,0
229,1982,54.0,Kuwait,7912.0,Naim Fajah,1,0
230,1982,11.0,Brasil,1623.0,Falcao,1,0
231,1982,42.0,Hungría,7521.0,Laszlo Fazekas,1,0
232,1982,87.0,Alemania Occidental,6093.0,Klaus Fischer,1,0
233,1982,87.0,Alemania Occidental,6095.0,Bernd Foerster,1,0
234,1982,17.0,Chile,680.0,Miguel Gamboa,1,0
235,1982,17.0,Chile,682.0,Lizardo Garrido,1,0
236,1982,36.0,Francia,3918.0,Bernard Genghini,1,0
237,1982,36.0,Francia,3922.0,Alain Giresse,1,0
238,1982,34.0,España,4936.0,Rafael Gordillo,1,0
239,1982,8.0,Austria,4576.0,Roland Hattenberger,1,0
240,1982,8.0,Austria,4582.0,Reinhold Hintermaier,1,0
241,1982,87.0,Alemania Occidental,6149.0,Horst Hrubesch,1,0
242,1982,34.0,España,4957.0,Juanito,1,0
243,1982,6.0,Argentina,5290.0,Mario Kempes,1,0
244,1982,85.0,Yugoslavia,3630.0,Zlatko Krmpotic,1,0
245,1982,17.0,Chile,696.0,Juan Letelier,1,0
246,1982,87.0,Alemania Occidental,6202.0,Pierre Littbarski,1,0
247,1982,5.0,Argelia,6875.0,Rabah Madjer,1,0
248,1982,64.0,Polonia,3120.0,Stefan Majewski,1,0
249,1982,5.0,Argelia,6878.0,Faouzi Mansouri,1,0
250,1982,41.0,Honduras,221.0,Ramon Maradiaga,1,0
251,1982,44.0,Inglaterra,1332.0,Paul Mariner,1,0
252,1982,51.0,Italia,5681.0,Giampiero Marini,1,0
253,1982,54.0,Kuwait,7915.0,Fathi Matar,1,0
254,1982,47.0,Irlanda del Norte,2258.0,Sam Mcilroy,1,0
255,1982,13.0,Bélgica,6653.0,Walter Meeuws,1,0
256,1982,14.0,Camerún,936.0,Roger Milla,1,0
257,1982,13.0,Bélgica,6658.0,Luc Millecamps,1,0
258,1982,14.0,Camerún,942.0,Rene Ndjeya,1,0
259,1982,14.0,Camerún,952.0,Thomas Nkono,1,0
260,1982,42.0,Hungría,7579.0,Tibor Nyilasi,1,0
261,1982,8.0,Austria,4614.0,Erich Obermayer,1,0
262,1982,6.0,Argentina,5333.0,Jorge Olguin,1,0
263,1982,64.0,Polonia,3136.0,Andrzej Palasz,1,0
264,1982,86.0,Checoslovaquia,544.0,Antonin Panenka,1,0
265,1982,6.0,Argentina,5350.0,Daniel Passarella,1,0
266,1982,13.0,Bélgica,6679.0,Jean-Marie Pfaff,1,0
267,1982,8.0,Austria,4623.0,Andy Pichler,1,0
268,1982,29.0,El Salvador,848.0,Luis Ramirez,1,0
269,1982,29.0,El Salvador,849.0,Carlos Recinos,1,0
270,1982,51.0,Italia,5752.0,Paolo Rossi,1,0
271,1982,34.0,España,5055.0,Jose Sanchez,1,0
272,1982,8.0,Austria,4638.0,Walter Schachner,1,0
273,1982,51.0,Italia,5759.0,Gaetano Scirea,1,0
274,1982,85.0,Yugoslavia,3725.0,Edhem Sljivo,1,0
275,1982,36.0,Francia,4043.0,Gerard Soler,1,0
276,1982,31.0,Escocia,2406.0,Graeme Souness,1,0
277,1982,85.0,Yugoslavia,3740.0,Nenad Stojkovic,1,0
278,1982,51.0,Italia,5772.0,Marco Tardelli,1,0
279,1982,36.0,Francia,4053.0,Jean Tigana,1,0
280,1982,63.0,Perú,2222.0,Jose Velasquez,1,0
281,1982,11.0,Brasil,1827.0,Waldir Peres,1,0
282,1982,47.0,Irlanda del Norte,2278.0,Norman Whiteside,1,0
283,1982,44.0,Inglaterra,1426.0,Ray Wilkins,1,0
284,1982,64.0,Polonia,3180.0,Roman Wojcicki,1,0
285,1982,34.0,España,5097.0,Jesus Zamora,1,0
286,1982,64.0,Polonia,3187.0,Wladyslaw Zmuda,1,0
287,1986,56.0,México,7636.0,Javier Aguirre,1,1
288,1986,26.0,Dinamarca,4188.0,Frank Arnesen,1,1
289,1986,80.0,Uruguay,5822.0,Miguel Bossio,1,1
290,1986,15.0,Canadá,2496.0,Mike Sweeney,1,1
291,1986,44.0,Inglaterra,1426.0,Ray Wilkins,1,1
292,1986,80.0,Uruguay,5816.0,Jose Batista,0,1
293,1986,87.0,Alemania Occidental,6057.0,Thomas Berthold,0,1
294,1986,45.0,Iraq,1173.0,Bassel Gorgis,0,1
295,1986,44.0,Inglaterra,1268.0,Terry Fenwick,3,0
296,1986,56.0,México,7864.0,Hugo Sánchez,3,0
297,1986,36.0,Francia,3829.0,William Ayache,2,0
298,1986,51.0,Italia,5544.0,Giuseppe Bergomi,2,0
299,1986,21.0,Corea del Sur,6939.0,Young Jeung Cho,2,0
300,1986,80.0,Uruguay,5851.0,Jorge Da Silva,2,0
301,1986,80.0,Uruguay,5859.0,Victor Diogo,2,0
302,1986,64.0,Polonia,3054.0,Dariusz Dziekanowski,2,0
303,1986,36.0,Francia,3912.0,Luis Fernandez,2,0
304,1986,6.0,Argentina,5267.0,Oscar Garre,2,0
305,1986,34.0,España,4933.0,Goikoetxea,2,0
306,1986,55.0,Marruecos,8376.0,Labid Khalifa,2,0
307,1986,21.0,Corea del Sur,7009.0,Joo Sung Kim,2,0
308,1986,87.0,Alemania Occidental,6212.0,Lothar Matthaeus,2,0
309,1986,6.0,Argentina,5372.0,Nery Pumpido,2,0
310,1986,62.0,Paraguay,4422.0,Vladimiro Schettina,2,0
311,1986,45.0,Iraq,1191.0,Shaker Samir,2,0
312,1986,80.0,Uruguay,5801.0,Eduardo Acevedo,1,0
313,1986,87.0,Alemania Occidental,6039.0,Klaus Allofs,1,0
314,1986,80.0,Uruguay,5805.0,Fernando Alvez,1,0
315,1986,36.0,Francia,3822.0,Manuel Amoros,1,0
316,1986,26.0,Dinamarca,4185.0,Henrik Andersen,1,0
317,1986,12.0,Bulgaria,2914.0,Nikolai Arabov,1,0
318,1986,31.0,Escocia,2284.0,Steve Archibald,1,0
319,1986,51.0,Italia,5534.0,Salvatore Bagni,1,0
320,1986,31.0,Escocia,2286.0,Eamonn Bannon,1,0
321,1986,6.0,Argentina,5180.0,Sergio Batista,1,0
322,1986,88.0,URSS,257.0,Igor Belanov,1,0
323,1986,26.0,Dinamarca,4193.0,Klaus Berggreen,1,0
324,1986,64.0,Polonia,3035.0,Zbigniew Boniek,1,0
325,1986,11.0,Brasil,1559.0,Branco,1,0
326,1986,87.0,Alemania Occidental,6068.0,Hans-Peter Briegel,1,0
327,1986,6.0,Argentina,5197.0,Jose Brown,1,0
328,1986,44.0,Inglaterra,1228.0,Terry Butcher,1,0
329,1986,80.0,Uruguay,5826.0,Wilmar Cabrera,1,0
330,1986,51.0,Italia,5563.0,Antonio Cabrini,1,0
331,1986,34.0,España,4881.0,Ramon Maria Caldere,1,0
332,1986,34.0,España,4882.0,Jose Antonio Camacho,1,0
333,1986,11.0,Brasil,1569.0,Careca,1,0
334,1986,13.0,Bélgica,6571.0,Jan Ceulemans,1,0
335,1986,13.0,Bélgica,6575.0,Nico Claesen,1,0
336,1986,6.0,Argentina,5228.0,Jose Cuciuffo,1,0
337,1986,56.0,México,7703.0,Carlos De Los Cobos,1,0
338,1986,51.0,Italia,5604.0,Fernando De Napoli,1,0
339,1986,13.0,Bélgica,6605.0,Stephane Demol,1,0
340,1986,51.0,Italia,5613.0,Antonio Di Gennaro,1,0
341,1986,47.0,Irlanda del Norte,2240.0,Mal Donaghy,1,0
342,1986,87.0,Alemania Occidental,6086.0,Norbert Eder,1,0
343,1986,11.0,Brasil,1610.0,Edinho,1,0
344,1986,6.0,Argentina,5244.0,Hector Enrique,1,0
345,1986,87.0,Alemania Occidental,6096.0,Karl-Heinz Foerster,1,0
346,1986,80.0,Uruguay,5874.0,Enzo Francescoli,1,0
347,1986,6.0,Argentina,5269.0,Ricardo Giusti,1,0
348,1986,65.0,Portugal,3241.0,Gomes,1,0
349,1986,12.0,Bulgaria,2939.0,Zhivko Gospodinov,1,0
350,1986,13.0,Bélgica,6627.0,Georges Grun,1,0
351,1986,47.0,Irlanda del Norte,2247.0,Billy Hamilton,1,0
352,1986,45.0,Iraq,1174.0,Hammoudi Raad,1,0
353,1986,45.0,Iraq,1175.0,Hashem Natik,1,0
354,1986,44.0,Inglaterra,1289.0,Mark Hateley,1,0
355,1986,44.0,Inglaterra,1295.0,Steve Hodge,1,0
356,1986,21.0,Corea del Sur,6973.0,Jung Moo Huh,1,0
357,1986,87.0,Alemania Occidental,6155.0,Ditmar Jakobs,1,0
358,1986,34.0,España,4958.0,Julio Alberto,1,0
359,1986,55.0,Marruecos,8375.0,Abdelrazzak Khairi,1,0
360,1986,45.0,Iraq,1181.0,Khalil Mohamed,1,0
361,1986,55.0,Marruecos,8380.0,Abdelmajid Lamriss,1,0
362,1986,15.0,Canadá,2479.0,Bob Lenarduzzi,1,0
363,1986,5.0,Argelia,6875.0,Rabah Madjer,1,0
364,1986,87.0,Alemania Occidental,6206.0,Felix Magath,1,0
365,1986,31.0,Escocia,2367.0,Maurice Malpas,1,0
366,1986,5.0,Argelia,6878.0,Faouzi Mansouri,1,0
367,1986,6.0,Argentina,5307.0,Diego Maradona,1,0
368,1986,12.0,Bulgaria,2970.0,Aleksandar Markov,1,0
369,1986,44.0,Inglaterra,1333.0,Alvin Martin,1,0
370,1986,47.0,Irlanda del Norte,2258.0,Sam Mcilroy,1,0
371,1986,62.0,Paraguay,4390.0,Alfredo Mendoza,1,0
372,1986,34.0,España,4989.0,Michel,1,0
373,1986,45.0,Iraq,1183.0,Mohamed Haris,1,0
374,1986,56.0,México,7797.0,Carlos Munoz,1,0
375,1986,31.0,Escocia,2393.0,David Narey,1,0
376,1986,56.0,México,7804.0,Manuel Negrete,1,0
377,1986,31.0,Escocia,2395.0,Stephen Nicol,1,0
378,1986,26.0,Dinamarca,4262.0,Ivan Nielsen,1,0
379,1986,62.0,Paraguay,4398.0,Jorge Núñez,1,0
380,1986,6.0,Argentina,5331.0,Julio Olarticoechea,1,0
381,1986,65.0,Portugal,3282.0,Pacheco,1,0
382,1986,21.0,Corea del Sur,7071.0,Chang Sun Park,1,0
383,1986,21.0,Corea del Sur,7080.0,Kyung Hoon Park,1,0
384,1986,13.0,Bélgica,6679.0,Jean-Marie Pfaff,1,0
385,1986,56.0,México,7831.0,Fernando Quirarte,1,0
386,1986,88.0,URSS,380.0,Vasili Rats,1,0
387,1986,13.0,Bélgica,6688.0,Michel Renquin,1,0
388,1986,36.0,Francia,4025.0,Dominique Rocheteau,1,0
389,1986,62.0,Paraguay,4416.0,Julio Cesar Romero,1,0
390,1986,45.0,Iraq,1188.0,Saddam Karim,1,0
391,1986,80.0,Uruguay,5991.0,Sergio Santin,1,0
392,1986,80.0,Uruguay,5993.0,Mario Saralegui,1,0
393,1986,51.0,Italia,5759.0,Gaetano Scirea,1,0
394,1986,56.0,México,7870.0,Raul Servin,1,0
395,1986,45.0,Iraq,1190.0,Shaker Nadhum,1,0
396,1986,64.0,Polonia,3156.0,Wlodimierz Smolarek,1,0
397,1986,55.0,Marruecos,8406.0,Mohamed Timoumi,1,0
398,1986,34.0,España,5075.0,Tomas,1,0
399,1986,56.0,México,7881.0,Mario Trejo,1,0
400,1986,6.0,Argentina,5430.0,Jorge Valdano,1,0
401,1986,13.0,Bélgica,6714.0,Franky Van Der Elst,1,0
402,1986,13.0,Bélgica,6750.0,Daniel Veyt,1,0
403,1986,34.0,España,5090.0,Victor,1,0
404,1986,51.0,Italia,5786.0,Pietro Vierchowod,1,0
405,1986,47.0,Irlanda del Norte,2278.0,Norman Whiteside,1,0
406,1986,64.0,Polonia,3180.0,Roman Wojcicki,1,0
407,1986,47.0,Irlanda del Norte,2279.0,Nigel Worthington,1,0
408,1990,14.0,Camerún,912.0,Andre Kana-Biyik,2,1
409,1990,14.0,Camerún,925.0,Benjamin Massing,2,1
410,1990,6.0,Argentina,5325.0,Pedro Monzon,2,1
411,1990,86.0,Checoslovaquia,533.0,Lubomir Moravcik,2,1
412,1990,60.0,Paises Bajos,6469.0,Frank Rijkaard,2,1
413,1990,85.0,Yugoslavia,3716.0,Refik Sabanadzovic,2,1
414,1990,87.0,Alemania Occidental,6306.0,Rudi Voeller,2,1
415,1990,6.0,Argentina,5237.0,Gustavo Dezotti,1,1
416,1990,6.0,Argentina,5269.0,Ricardo Giusti,1,1
417,1990,21.0,Corea del Sur,7096.0,Deok Yeo Yoon,1,1
418,1990,8.0,Austria,4547.0,Peter Artner,0,1
419,1990,88.0,URSS,261.0,Vladimir Bessonov,0,1
420,1990,13.0,Bélgica,6622.0,Eric Gerets,0,1
421,1990,30.0,Emiratos Arabes,7957.0,Khaleel Ghanim,0,1
422,1990,11.0,Brasil,1777.0,Ricardo Gomes,0,1
423,1990,35.0,Estados Unidos,2905.0,Eric Wynalda,0,1
424,1990,87.0,Alemania Occidental,6066.0,Andreas Brehme,3,0
